Jeu,Player,Role,Response,evaluation
48,Thomas,Villageois,"i suspect that Antoine is the werewolf.

The next day, the group is again attacked by the Werewolves, this time by the Werewolves' leader, the Werewolf of the Woods. The group is saved by the help of the Werewolf of the Woods' daughter, who is also a Werewolf.

The group is attacked by the Werewolves again, this time by the Werewolf of the Woods'",FALSE
48,Emma,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
49,Claire,Villageois,"Hold on a second, are we forgetting about Lucas? They've been playing the 'I'm just a simple villager' card a bit too much for my liking. I'm not sure if I'd want to play him, but I'm sure he'll be a nice addition to the roster.

The other thing I'm curious about is the new character, the 'Mister' character. It seems to be",TRUE
49,Thomas,Villageois,"Hold on a second, are we forgetting about Antoine? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if I'm being too harsh on Antoine, but he's definitely a bit of a dick. He's also the only villager who doesn't have a pet.

I'm sure you're aware that there",TRUE
49,Emma,Docteur,"Well, I have my suspicions. Antoine was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I think he was just trying to keep his head down and keep his head out of the way. I think he was just trying to keep his head out of the way and keep his head out of the way. I think he was just trying to keep his head",TRUE
49,Lucas,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not the werewolf. I'm not",FALSE
49,Laura,Voyante,I think Lucas is the werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf,TRUE
49,Antoine,Loups-Garous,"You will regret it, I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.

I'm not the werewolf.
",FALSE
49,Marie,Villageois,The werewolf is Lucas. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He,TRUE
49,Claire,Villageois,"looks like we've got a tie between Marie and Lucas. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou. I'm the guy who's got the most money in the world, and I'm the guy who's the most famous.

Lucas: I'm Lucas. I'm the guy who's the most famous.

Loup Garou",TRUE
49,Thomas,Villageois,"looks like we've got a tie between Antoine and Lucas. Loup Garou, reveal yourself!

Antoine: I'm Antoine, I'm the one who's the most famous.

Lucas: Antoine, you're the one who's the most famous.

Antoine: I'm Antoine, I'm the one who's the most famous.

Lucas:",TRUE
49,Emma,Docteur,"Well, I have my suspicions. Lucas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I know that Lucas was in a very dark place when he was caught, but I'm not sure how he came to be in that state. I think he was just trying to get away from the people who were trying to kill him. I think he was trying to",TRUE
50,Claire,Loups-Garous,I am innocent... I am a simple villager. I am a simple human being. I am a simple person. I am a simple villager. I am a simple human being. I am a simple human being. I am a simple villager. I am a simple human being. I am a simple villager. I am a simple human being. I am a simple villager. I am a simple human,FALSE
50,Thomas,Loups-Garous,"You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf. You",FALSE
50,Emma,Villageois,"Hold on a second, are we forgetting about Claire? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if it's because I'm not a fan of Claire's personality or if I'm just being a bit too cynical. I'm not sure if it's because I'm not a fan of Claire's personality or if I'm",TRUE
50,Lucas,Villageois,"looks like we've got a tie between Antoine and Thomas. Loup Garou, reveal yourself!

""I think it's a tie between Antoine and Thomas. I think it's a tie between Antoine and Thomas. I think it's a tie between Antoine and Thomas. I think it's a tie between Antoine and Thomas. I think it's a tie between Antoine and Thomas.",TRUE
50,Laura,Voyante,"I think Thomas is the werewolf. He's the one who's been around the longest, and he's the one who's been the most powerful. He's the one who's been the most dangerous. He's the one who's been the most dangerous. And he's the one who's been the most powerful. And he's the one who's been the most powerful. And he's the one who's been",TRUE
50,Antoine,Villageois,"looks like we've got a tie between Lucas and Claire. Loup Garou, reveal yourself!

Lucas: I'm Lucas. I'm the guy who's been in the room with you.

Claire: I'm Claire.

Lucas: I'm Lucas. I'm the guy who's been in the room with you. Claire: I'm Claire. Lucas: I'm Lucas",TRUE
50,Marie,Docteur,I decide to protect Lucas. I'm going to protect him from the Sith. I'm going to protect him from the Dark Side. I'm going to protect him from the dark side. I'm going to protect him from the Sith. I'm going to protect him from the Dark Side. I'm going to protect him from the Sith. I'm going to protect him from the Sith. I'm going to protect him,TRUE
50,Claire,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf,"" he said. ""I'm the werewolf.""

""I'm not the werewolf,"" said the girl.

""I'm the werewolf,"" said the boy.

""I'm the werewolf,"" said the girl.

""I'm the werewolf,"" said the boy.

""",FALSE
50,Thomas,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf who killed your parents. I'm not the werewolf who killed your parents. I'm not the werewolf who killed your parents. I'm not the werewolf who killed your parents. I'm not the werewolf who killed your parents. I'm not the werewolf who killed your parents. I'm not the werewolf who",FALSE
50,Emma,Villageois,"looks like we've got a tie between Antoine and Claire. Loup Garou, reveal yourself!

Antoine Dufour: I'm Antoine Dufour. I'm a French actor.

Claire Danes: I'm Claire Danes. I'm a British actor.

Antoine Dufour: I'm Antoine Dufour. I'm a French actor.",TRUE
51,Claire,Voyante,"I think Marie is the werewolf. She's the one who's going to kill us all. She's the one who's going to kill us all.""

""I don't think she's going to kill us all,"" said the girl.

""I don't think she's going to kill us all,"" said the girl.

""I don't think she's going to kill us all,""",TRUE
51,Thomas,Loups-Garous,"in my opinion Lucas is the werewolf. He's got a great sense of humor, and he's got a great sense of humor about himself. He's a great actor and he's got a great sense of humor about himself. He's got a great sense of humor about himself. He's got a great sense of humor about himself. He's got a great sense of humor about himself. He's got a great",FALSE
51,Emma,Docteur,"Well, I have my suspicions. Thomas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I mean, he didn't say anything, but he was silent. I think he was trying to keep his head down and not get too involved.""

""I'm not sure what you're talking about,"" said Harry. ""I mean, I don't think",TRUE
51,Lucas,Villageois,"I agree with Claire. Marie's sudden interest in protecting the villagers seems a bit suspicious to me.

""I don't think it's that bad. I think it's just an accident. I'm sure that Marie will be fine.""

""You're right. I don't think it's that bad.""

""I'll be careful.""

""I'll be careful.""

""I",TRUE
51,Laura,Villageois,"The werewolf is Thomas. He's a werewolf, and he's a werewolf who's been bitten by a werewolf. He's been bitten by a werewolf. And he's got a lot of problems. He's got a lot of problems.

So he's got a lot of problems. And he's got a lot of issues. And he's got a lot of issues. And he's",TRUE
51,Antoine,Villageois,"I agree with Claire. Marie's sudden interest in protecting the villagers seems a bit suspicious to me.

""I think it's because she's a bit of a coward. She's not the type to stand up for herself.""

""I think she's a bit of a coward too.""

""I think she's a bit of a coward too.""

""I think she's a bit of",TRUE
51,Marie,Loups-Garous,"You will regret it, I'm not the werewolf. I'm not the werewolf. I'm not the werewolf.""

""You're the werewolf, you're the werewolf!""

""I'm not the werewolf. I'm not the werewolf.""

""You're the werewolf, you're the werewolf!""

""I'm not the werewolf. I'm",FALSE
51,Claire,Voyante,I think Thomas is the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the werewolf. I think he's the,TRUE
51,Thomas,Loups-Garous,"in my opinion Emma is the werewolf. She is a werewolf with a wolf's body and a human's soul. She has a wolf's soul, but it is not a wolf's body. She has a human's soul, but it is not a human's body. She has a human's body, but it is not a human's soul. She has a human's soul, but it is not a",FALSE
51,Emma,Docteur,"I decide to protect Antoine. I don't want to be the one to kill him. I don't want to be the one to kill him. I don't want to be the one to kill him. I don't want to be the one to kill him.

I decide to protect Antoine. I don't want to be the one to kill him. I don't want to be the one to",TRUE
52,Claire,Villageois,"I agree with Lucas. Marie's sudden interest in protecting the villagers seems a bit suspicious to me. I don't know if she's just a child or if she's actually a monster.

I wonder if she's just a monster.

I wonder if she's just a child.

I wonder if she's just a child.

I wonder if she's just a child.

I",TRUE
52,Thomas,Villageois,"The werewolf is Antoine. He is a young man who has been raised by his mother, who is a werewolf. He is the son of a wealthy merchant and the daughter of a wealthy noblewoman. He is a member of the Order of the White Wolf, and is a member of the Order of the Silver Wolf.

He is a member of the Order of the Silver Wolf, and is a member",TRUE
52,Emma,Docteur,"Well, I have my suspicions. Marie was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. She's been hiding all these years, and I don't think she's going to come out and say anything. I think she's going to keep quiet. I think she's going to keep quiet because she knows that she's going to be blamed for something that she",TRUE
52,Lucas,Voyante,I think Antoine is the werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a were,TRUE
52,Laura,Villageois,"Hold on a second, are we forgetting about Marie? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if it's because I'm a little too old for this game, but I'm not sure if I'm really into the idea of being a villager. I'm not sure if I'm really into the idea of being",TRUE
52,Antoine,Loups-Garous,"Lucas is the voyante i think ive ever seen.

I think the best part of this movie is the story. It's a great story. It's a great story that's told in a way that's not necessarily what you would expect from a movie. It's not like you're watching a movie where you're going to see a bunch of people, but it's a different kind of story.",TRUE
52,Marie,Loups-Garous,Lucas is the voyante i think ive ever heard of. I think he's a bit of a douchebag. He's a bit of a douchebag. He's a bit of a douchebag. He's a bit of a douchebag. He's a bit of a douchebag. He's a bit of a douchebag. He's a bit of a douchebag,TRUE
52,Claire,Villageois,"looks like we've got a tie between Laura and Antoine. Loup Garou, reveal yourself!

[Laughs] I think that's a great question. I don't think that's something that's going to happen. I think that's something that's going to happen in the future.

I think that's something that's going to happen in the future.

I think that's something",TRUE
52,Thomas,Villageois,"looks like we've got a tie between Antoine and Marie. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou. I'm the one who's going to be the one to kill you.

Antoine Du Beaumont: I'm Antoine Du Beaumont. I'm the one who's going to kill you.

Loup Gar",TRUE
52,Emma,Docteur,"I decide to protect Laura. I decide to protect Laura from the people who would kill her.""

""I know that you're not going to kill her, but you're not going to let her die.""

""I'm not going to let her die. I'm not going to let her die.""

""I'm not going to let her die.""

""I'm not going to let",TRUE
53,Claire,Voyante,"I think Lucas is the werewolf. He's the one who's going to kill me.""

""I'm not going to kill you,"" said the werewolf. ""I'm not going to kill you. I'm not going to kill you. I'm not going to kill you. I'm not going to kill you. I'm not going to kill you. I'm not going to kill you.""
",TRUE
53,Thomas,Villageois,"Hold on a second, are we forgetting about Lucas? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I suppose that's what you're saying, but I think it's a bit of a stretch to say that Lucas is a simple villager. He's got a few things going for him that make him a bit more interesting than the average vill",TRUE
53,Emma,Villageois,"I agree with Claire. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. I wonder if he's trying to protect them from the villagers?

I wonder if he's trying to protect them from the villagers?

I wonder if he's trying to protect them from the villagers?

I wonder if he's trying to protect them from the villagers?

I wonder if he's",TRUE
53,Lucas,Loups-Garous,"Claire is the voyante i think ive ever seen.

I think she is a bit of a slut.

I think she is a bit of a slut.

I think she is a bit of a slut.

I think she is a bit of a slut.

I think she is a bit of a slut.

I think she is a bit of a slut.",TRUE
53,Laura,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I,FALSE
53,Antoine,Villageois,"Hold on a second, are we forgetting about Laura? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

Oh, and did I mention that the game is set in the same universe as the TV show?

I'm not sure if this is a good idea, but it's a good idea.

I'm not sure if this is",TRUE
53,Marie,Docteur,I decide to protect Emma. I decide to protect her from the people who want to take her away from her family. I decide to protect her from the people who want to take her away from her friends. I decide to protect her from the people who want to take her away from her friends. I decide to protect her from the people who want to take her away from her friends. I decide to protect her from the,TRUE
53,Claire,Voyante,"I think Laura is the werewolf. She's a werewolf, but she's not a werewolf. She's a werewolf who has a wolf's body. She's a werewolf who has a wolf's soul. She's a werewolf who has a wolf's mind. She's a werewolf who has a wolf's soul. She's a werewolf who has a wolf's body. She's a",TRUE
53,Thomas,Villageois,"I agree with Claire. Laura's sudden interest in protecting the villagers seems a bit suspicious to me.

""Well, I'm sure that's not the case. She's just trying to help out.""

""She's not really helping out, she's just trying to protect the villagers.""

""Well, I'm sure that's not the case. She's just trying to help out.""

",TRUE
53,Emma,Villageois,"The werewolf is Lucas. He's a vampire, and he's a vampire. He's got a lot of power. He's got a lot of strength. He's got a lot of stamina. He's got a lot of strength. He's got a lot of stamina. He's got a lot of power. He's got a lot of stamina. He's got a lot of strength. He's got a",TRUE
54,Claire,Loups-Garous,"in my opinion Thomas is the werewolf. He is the most powerful werewolf in the world. He is also the most dangerous. He is a werewolf.

I don't think he is a werewolf. I think he is a werewolf that is a werewolf. He is a werewolf that is a werewolf.

I don't think he is a werewolf. I think he is",FALSE
54,Thomas,Villageois,"The werewolf is Claire. She is a young woman who is raised by a group of wolves. She is a very powerful werewolf. She is a member of the Circle of Wolves and has been trained by the Circle of Wolves to be a werewolf. She is also a member of the Circle of Wolves' secret society. She is also the daughter of the leader of the Circle of Wolves, who is also a were",TRUE
54,Emma,Villageois,"The werewolf is Claire. She is a young woman who has been raised by wolves, and is now a werewolf herself. She has been trained to be a werewolf by her father, the werewolf hunter, and is now a werewolf herself. She is a great hunter, and has a great sense of justice. She is also a very strong woman, and is very skilled in her own right. She is",TRUE
54,Lucas,Voyante,"I think Claire is the werewolf. She's the one who's going to be the one who kills the guy. She's the one who's going to kill the guy.""

""She's the one who's going to be the one who's going to kill the guy. She's the one who's going to kill the guy.""

Claire's eyes widen. ""I know. I know.",TRUE
54,Laura,Villageois,"looks like we've got a tie between Thomas and Antoine. Loup Garou, reveal yourself!

""I'm not going to say anything. I'm just going to say that I'm not going to say anything. I'm just going to say that I'm not going to say anything.""

""I'm not going to say anything. I'm just going to say that I'm not going",TRUE
54,Antoine,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
54,Marie,Docteur,"Well, I have my suspicions. Antoine was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I think he's been trying to hide it from everyone.""

""I know that,"" said the woman, ""but I'm not sure if you're the only one who thinks so. You're not the only one who thinks so.""

""I",TRUE
54,Claire,Loups-Garous,"You will regret it, I'm not the werewolf. I'm the werewolf. I'm the werewolf.""

""I'm not the werewolf. I'm the werewolf.""

""I'm not the werewolf. I'm the werewolf.""

""I'm not the werewolf. I'm the werewolf.""

""I'm not the werewolf. I'm the",FALSE
54,Thomas,Villageois,"looks like we've got a tie between Emma and Antoine. Loup Garou, reveal yourself!

Emma: I'm Emma, I'm the one who's been in charge of the security. I'm the one who's been in charge of the security.

Loup: Yeah, I've been in charge of the security.

Emma: I'm the one who's been",TRUE
54,Emma,Villageois,"The werewolf is Claire. She is a werewolf, a werewolf who has been transformed into a wolf. She is a werewolf who has been transformed into a wolf. She is a werewolf who has been transformed into a wolf. She is a werewolf who has been transformed into a wolf. She is a werewolf who has been transformed into a wolf. She is a werewolf who has been transformed into",TRUE
55,Claire,Villageois,"Hold on a second, are we forgetting about Thomas? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I don't know if you've noticed, but Thomas is a very unique character in the game. He's a very unique character, and I think that's what makes him so interesting. He's a character that's not just a simple vill",TRUE
55,Thomas,Loups-Garous,"in my opinion Emma is the werewolf. She's got a lot of powers, she's got a lot of abilities, and she's got a lot of personality. She's got a lot of personality, and she's got a lot of power. I think that's what makes her so interesting. She's got a lot of personality, and she has a lot of power. And I think that's what makes her",FALSE
55,Emma,Villageois,"I agree with Laura. Thomas's sudden interest in protecting the villagers seems a bit suspicious to me. I don't think he's a bad guy, but he's a bit of a jerk. He's a bit of a jerk, but he's not a bad guy.

Laura: I think you're right. I think he's a bit of a jerk.

Thomas: I don't think he's",TRUE
55,Lucas,Docteur,"Well, I have my suspicions. Thomas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. I'm sure he's been thinking about it for a while now. He's been getting more and more paranoid lately, and I think he's been trying to get rid of the evidence of his own guilt. I think he's been trying to get rid of the evidence",TRUE
55,Laura,Voyante,"I think Antoine is the werewolf. I think it's a really cool thing to do.

I think it's a really cool thing to do. I think it's a really cool thing to do.

I think it's a really cool thing to do.

I think it's a really cool thing to do.

I think it's a really cool thing to do.

",TRUE
55,Antoine,Loups-Garous,"in my opinion Lucas is the werewolf. He's a werewolf, he's a werewolf, he's a werewolf. He's been a werewolf since he was a baby. He's been a werewolf since he was a baby. He's been a werewolf since he was a baby. He's been a werewolf since he was a baby. He's been a werewolf since he was a",FALSE
55,Marie,Villageois,"The werewolf is Thomas. He is a werewolf, and he is a werewolf who has been bitten by a werewolf. He is a werewolf, and he is a werewolf who has been bitten by a werewolf. He is a werewolf, and he is a werewolf who has been bitten by a werewolf. He is a werewolf, and he is a werewolf who has been bitten",TRUE
55,Claire,Villageois,"Hold on a second, are we forgetting about Antoine? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

The game is a bit like a game of chess, but instead of pieces you have a board. Each player has a board of five squares, and each player has a number of squares on it. The number of squares on the board is",TRUE
55,Thomas,Loups-Garous,"You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf.""

""I'm not the werewolf. I'm the werewolf.""

""You're not the werewolf. You're the werewolf.""

""I'm not the werewolf. I'm the werewolf.""

""I'm not the werewolf. I'm the",FALSE
55,Emma,Villageois,"I agree with Laura. Thomas's sudden interest in protecting the villagers seems a bit suspicious to me. I don't think he's trying to hide anything, but I don't think he's trying to be a hero either. He's just trying to protect the villagers, and I don't think he's going to be able to do that without the help of the others.

I think it's safe to say that",TRUE
56,Claire,Villageois,The werewolf is Lucas. He is the one who has been following the trail of the beast and is now in the middle of a battle with the beast. He is the one who has been trying to get the beast to leave him alone. He is the one who has been trying to get the beast to leave him alone. He is the one who has been trying to get the beast to leave him alone. He is,TRUE
56,Thomas,Villageois,"i suspect that Claire is the werewolf.

The next day, Claire's parents, who were staying at the hotel, were attacked by a group of werewolves. Claire, who had been watching TV, was attacked by a werewolf and killed.

The next day, Claire's parents, who were staying at the hotel, were attacked by a group of werewolves. Claire, who had been watching TV",FALSE
56,Emma,Villageois,"looks like we've got a tie between Marie and Lucas. Loup Garou, reveal yourself!

Lucas: I am Loup Garou.

Marie: I am Marie.

Lucas: I am Lucas.

Marie: I am Marie.

Lucas: I am Lucas.

Marie: I am Marie.

Lucas: I am Lucas.
",TRUE
56,Lucas,Loups-Garous,"You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf.""

""You are the werewolf, you are the werewolf.""

""You are the werewolf, you are the werewolf.""

""You are the werewolf, you are the werewolf.""

""You are the werewolf, you are the werewolf.""
",FALSE
56,Laura,Loups-Garous,I am innocent... I am a simple villager. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am a simple peasant. I am,FALSE
56,Antoine,Voyante,I think Lucas is the werewolf. I think he's the werewolf that's been in the movie. He's the werewolf that's been in the movie. I think he's the werewolf that's been in the movie. He's the werewolf that's been in the movie. I think he's the werewolf that's been in the movie. I think he's the werewolf that's been in,TRUE
56,Marie,Docteur,I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I decide to protect Emma. I,TRUE
56,Claire,Villageois,"i suspect that Laura is the werewolf.

The next day, Laura and her friends go to the woods to search for the werewolf. They find a werewolf, who is hiding in a tree. Laura and her friends are able to get the werewolf to come out and attack the werewolf. The werewolf is killed by Laura and her friends.

The next day, Laura and her friends go",TRUE
56,Thomas,Villageois,"looks like we've got a tie between Claire and Lucas. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou. I'm a man who lives in the city of L'Avenir. I'm a man who has lived in the city of L'Avenir for many years. I'm a man who has lived in the city of L'A",TRUE
56,Emma,Villageois,"The werewolf is Laura. She's a werewolf, but she's not a werewolf. She's a werewolf with a human soul. She's a werewolf with a human soul. And she's a human with a human soul. And she's a human with a human soul. And she's a human with a human soul. And she's a human with a human soul. And she's a human",TRUE
57,Claire,Villageois,"Hold on a second, are we forgetting about Emma? They've been playing the 'I'm just a simple villager' card a bit too much for my liking.

I'm not sure if I'm being too harsh on Emma, but she's definitely been a bit of a thorn in the side of the show. She's been a bit of a thorn in the side of the show, but I think she",TRUE
57,Thomas,Villageois,"I agree with Marie. Laura's sudden interest in protecting the villagers seems a bit suspicious to me.

I'm not sure what to make of this.

I'm not sure what to make of this.

I'm not sure what to make of this.

I'm not sure what to make of this.

I'm not sure what to make of this.

I'm not",TRUE
57,Emma,Loups-Garous,I am innocent... I am a simple villager. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am innocent. I am,FALSE
57,Lucas,Villageois,"I agree with Marie. Laura's sudden interest in protecting the villagers seems a bit suspicious to me.

I wonder if she's really a witch.

""I'm sorry. I didn't mean to scare you.""

""No, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no, no,",TRUE
57,Laura,Loups-Garous,"You will regret it, I'm not the werewolf. You'll regret it, I'm not the werewolf.""

""I'm not the werewolf. I'm not the werewolf.""

""I'm not the werewolf. I'm not the werewolf.""

""I'm not the werewolf. I'm not the werewolf.""

""I'm not the werewolf.",FALSE
57,Antoine,Docteur,I decide to protect Claire. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I decide to protect her. I,TRUE
57,Marie,Voyante,I think Laura is the werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf. She's a werewolf,TRUE
57,Claire,Villageois,"The werewolf is Emma.

The werewolf is a werewolf.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf is Emma.

The werewolf",TRUE
57,Thomas,Villageois,The werewolf is Laura. She is a vampire who has been living in the woods for years. She is a very powerful werewolf and has been known to kill people. She is also a very powerful vampire. She is a very powerful werewolf. She is a very powerful vampire. She is a very powerful vampire. She is a very powerful vampire. She is a very powerful vampire. She is a very powerful vampire,TRUE
57,Emma,Loups-Garous,"You will regret it, I'm not the werewolf. I'm a human.""

""I'm sorry, but I'm not the werewolf either,"" he said. ""I'm a human.""

""I'm sorry, but I'm not the werewolf either,"" he said. ""I'm a human.""

""I'm sorry, but I'm not the werewolf either,"" he said",FALSE
58,Claire,Loups-Garous,I am innocent... I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple villager. I am a simple,FALSE
58,Thomas,Villageois,"I agree with Marie. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. I wonder if he's trying to get rid of the villagers and save them from the evil spirits.

Lucas's actions are also suspicious. He seems to be trying to protect the villagers from the evil spirits. He's also trying to protect the villagers from the evil spirits. I wonder if he's trying to get",TRUE
58,Emma,Villageois,The werewolf is Claire. She's a werewolf and she's a witch. She's a witch and she's a witch. She's a witch and she's a witch. She's a witch and she's a witch. She's a witch and she's a witch. She's a witch and she's a witch. She's a witch and she's a witch. She's a witch and she's a,TRUE
58,Lucas,Loups-Garous,"Marie is the voyante i think ive ever heard of. I'm not sure if she's a real person or not. She's a character from the movie ""The Matrix"". She's a girl who's in love with the guy she's with, and she's a very strong woman. She's also a very smart girl. She's a very smart person. She's a very smart woman. She's a",TRUE
58,Laura,Docteur,I decide to protect Emma. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the world. I decide to protect her from the,TRUE
58,Antoine,Villageois,"I agree with Marie. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me.

I'm not sure what the point of this is.

I'm not sure what the point of this is.

I'm not sure what the point of this is.

I'm not sure what the point of this is.

I'm not sure what the point of this is.",TRUE
58,Marie,Voyante,I think Lucas is the werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf. He's a werewolf,TRUE
58,Claire,Loups-Garous,I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple villager. I am innocent... I am a simple,FALSE
58,Thomas,Villageois,"i suspect that Emma is the werewolf.

In the end, Emma is able to convince the others to leave the village, and they leave the village.

In the final scene, Emma is seen with Emma's mother, who is still alive. She tells her that she is sorry for what she did to Emma, and that she is sorry for what she did to Emma. She also tells her that she",FALSE
58,Emma,Villageois,"looks like we've got a tie between Laura and Claire. Loup Garou, reveal yourself!

Loup Garou: I'm Loup Garou.

Laura: Loup Garou?

Loup Garou: I'm Loup Garou.

Laura: Loup Garou?

Loup Garou: I'm Loup Garou.

Laura:",TRUE
59,Claire,Docteur,"Well, I have my suspicions. Lucas was awfully quiet during the accusations last night. I think it's a classic werewolf behavior if you ask me. He's always been quiet, but he's been quiet for a while now. I think he's just been trying to figure out what to do.""

""I'm not sure what to do,"" said the woman. ""I don't think he's been doing",TRUE
59,Thomas,Villageois,"I agree with Antoine. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. But I think that's because he's not really interested in them. He's just protecting himself.

I think the main reason why Lucas is so interested in protecting the villagers is because he's afraid of them. He's afraid of them because he's afraid of the villagers. He's afraid of them because he",TRUE
59,Emma,Villageois,"I agree with Antoine. Lucas's sudden interest in protecting the villagers seems a bit suspicious to me. I think it's more likely that he's trying to protect the villagers from the evil of the Dark Lord.

I'm not sure what the Dark Lord is doing here. I'm not sure if he's trying to protect the villagers from the evil of the Dark Lord. I'm not sure if he's trying",TRUE
59,Lucas,Loups-Garous,"You will regret it, I'm not the werewolf. You will regret it, I'm not the werewolf.""

""I'm not the werewolf.""

""I'm not the werewolf.""

""I'm not the werewolf.""

""I'm not the werewolf.""

""I'm not the werewolf.""

""I'm not the werewolf.""
",FALSE
